store_id,platform,platform_code,platform_store_key,shop_name,license_name,unified_credit_code,customer_code,responsible_unit,responsible_person,contact,province,city,shop_status,upstream_commercial_code,upstream_commercial_name,involved_products,notes,fixed_tier
W00950,京东,jd,京东德生堂（金昌）大药房旗舰店,德生堂（金昌）大药房旗舰店,甘肃德生堂医药科技集团金昌有限公司,91620302720268179A,802002713,KA二大区,韩熙,梁雨铭,甘肃,金昌,正常,,,,,observation_only
W00951,美团,meituan,美团时代千方大药房旗舰店,时代千方大药房旗舰店,甘肃德生堂医药科技集团金昌有限公司,91620302720268179A,802002713,KA二大区,韩熙,梁雨铭,甘肃,金昌,正常,,,,,observation_only
W00952,拼多多,pinduoduo,拼多多金昌德生堂大药房旗舰店,金昌德生堂大药房旗舰店,甘肃德生堂医药科技集团金昌有限公司,91620302720268179A,802002713,KA二大区,韩熙,梁雨铭,甘肃,金昌,正常,,,,,observation_only
W00953,天猫,taobao,天猫时代千方大药房旗舰店,时代千方大药房旗舰店,甘肃德生堂医药科技集团金昌有限公司,91620302720268179A,802002713,KA二大区,韩熙,梁雨铭,甘肃,金昌,正常,,,,,observation_only
W00954,京东,jd,京东德生堂（酒泉）大药房旗舰店,德生堂（酒泉）大药房旗舰店,甘肃德生堂医药科技集团酒泉有限公司,91620902MA736BBK9H,802002713,KA二大区,韩熙,梁雨铭,甘肃,酒泉,正常,,,,,observation_only
W00955,美团,meituan,美团酒泉德生堂大药房旗舰店,酒泉德生堂大药房旗舰店,甘肃德生堂医药科技集团酒泉有限公司,91620902MA736BBK9H,802002713,KA二大区,韩熙,梁雨铭,甘肃,酒泉,正常,,,,,observation_only
W00956,拼多多,pinduoduo,拼多多酒泉德生堂大药房旗舰店,酒泉德生堂大药房旗舰店,甘肃德生堂医药科技集团酒泉有限公司,91620902MA736BBK9H,802002713,KA二大区,韩熙,梁雨铭,甘肃,酒泉,正常,,,,,observation_only
W00957,天猫,taobao,天猫酒泉德生堂大药房旗舰店,酒泉德生堂大药房旗舰店,甘肃德生堂医药科技集团酒泉有限公司,91620902MA736BBK9H,802002713,KA二大区,韩熙,梁雨铭,甘肃,酒泉,正常,,,,,observation_only
W00958,美团,meituan,美团临洮德生堂大药房旗舰店,临洮德生堂大药房旗舰店,甘肃德生堂医药科技集团临洮有限公司,91621124MA7493BK41,802002713,KA二大区,韩熙,梁雨铭,甘肃,定西,正常,,,,,observation_only
W00959,美团,meituan,美团康美尚大药房旗舰店,康美尚大药房旗舰店,甘肃德生堂医药科技集团临泽有限公司,91620723MABMCY5580,802002713,KA二大区,韩熙,梁雨铭,甘肃,张掖,正常,,,,,observation_only
W00960,京东,jd,京东德生堂（武威）大药房旗舰店,德生堂（武威）大药房旗舰店,甘肃德生堂医药科技集团武威有限公司,91620602MA748EBR6N,802002713,KA二大区,韩熙,梁雨铭,甘肃,武威,正常,,,,,observation_only
W00961,美团,meituan,美团武威德生堂大药房旗舰店,武威德生堂大药房旗舰店,甘肃德生堂医药科技集团武威有限公司,91620602MA748EBR6N,802002713,KA二大区,韩熙,梁雨铭,甘肃,武威,正常,,,,,observation_only
W00962,拼多多,pinduoduo,拼多多武威德生堂大药房旗舰店,武威德生堂大药房旗舰店,甘肃德生堂医药科技集团武威有限公司,91620602MA748EBR6N,802002713,KA二大区,韩熙,梁雨铭,甘肃,武威,正常,,,,,observation_only
W00963,天猫,taobao,天猫武威德生堂大药房旗舰店,武威德生堂大药房旗舰店,甘肃德生堂医药科技集团武威有限公司,91620602MA748EBR6N,802002713,KA二大区,韩熙,梁雨铭,甘肃,武威,正常,,,,,observation_only
W00964,京东,jd,京东德生堂（张掖）大药房旗舰店,德生堂（张掖）大药房旗舰店,甘肃德生堂医药科技集团张掖有限公司,91620702MA7356X81D,802002713,KA二大区,韩熙,梁雨铭,甘肃,张掖,正常,,,,,observation_only
W00965,美团,meituan,美团张掖德生堂大药房旗舰店,张掖德生堂大药房旗舰店,甘肃德生堂医药科技集团张掖有限公司,91620702MA7356X81D,802002713,KA二大区,韩熙,梁雨铭,甘肃,张掖,正常,,,,,observation_only
W00966,拼多多,pinduoduo,拼多多张掖德生堂大药房旗舰店,张掖德生堂大药房旗舰店,甘肃德生堂医药科技集团张掖有限公司,91620702MA7356X81D,802002713,KA二大区,韩熙,梁雨铭,甘肃,张掖,正常,,,,,observation_only
W00967,药师帮,yaoshibang,药师帮健一新,健一新,甘肃健友药业有限公司,91620100710375552L,,商业一大区,张智一,,甘肃,兰州,关闭,,,,,observation_only
W00968,药师帮,yaoshibang,药师帮甘肃省宁县医药,甘肃省宁县医药,甘肃省宁县医药有限责任公司,9162102671030907XH,,商业一大区,张智一,,甘肃,庆阳,关闭,,,,,observation_only
W00969,天猫,taobao,天猫宁县医药专营店,宁县医药专营店,甘肃省宁县医药有限责任公司第十八门市部,91621026MAD8KDEQ44,,商业一大区,张智一,,甘肃,庆阳,正常,,,,,observation_only
W00970,药师帮,yaoshibang,药师帮首药云,首药云,甘肃首药云医药有限公司,91620102MA72EYD38L,FX0003279,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00971,京东,jd,京东武晔大药房旗舰店,武晔大药房旗舰店,甘肃天园医药零售连锁有限责任公司,91620602695629525K,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00972,拼多多,pinduoduo,拼多多参妹大药房旗舰店,参妹大药房旗舰店,甘肃天园医药零售连锁有限责任公司,91620602695629525K,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00973,拼多多,pinduoduo,拼多多峰森榜大药房旗舰店,峰森榜大药房旗舰店,甘肃天园医药零售连锁有限责任公司,91620602695629525K,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00974,拼多多,pinduoduo,拼多多珑港怡园大药房旗舰店,珑港怡园大药房旗舰店,甘肃天园医药零售连锁有限责任公司,91620602695629525K,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00975,拼多多,pinduoduo,拼多多森仙翁大药房旗舰店,森仙翁大药房旗舰店,甘肃天园医药零售连锁有限责任公司,91620602695629525K,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00976,天猫,taobao,天猫武晔大药房旗舰店,武晔大药房旗舰店,甘肃天园医药零售连锁有限责任公司,91620602695629525K,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00977,拼多多,pinduoduo,拼多多甘肃心连心大药房旗舰店,甘肃心连心大药房旗舰店,甘肃心连心药品连锁经营有限公司,91620105MA73M66X7B,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00978,美团,meituan,美团药安欣大药房旗舰店,药安欣大药房旗舰店,甘肃药安欣大药房有限公司,91620105MAK4BFMG9R,,商业一大区,张智一,,甘肃,兰州,正常,,,,,observation_only
W00979,京东,jd,京东时代千方大药房旗舰店,时代千方大药房旗舰店,甘肃壹壹壹医药科技有限公司,91621002MA73QKFQ7A,,商业一大区,张智一,,甘肃,庆阳,正常,,,,,observation_only
W00980,美团,meituan,美团壹家仟方大药房旗舰店,壹家仟方大药房旗舰店,甘肃壹壹壹医药科技有限公司,91621002MA73QKFQ7A,,商业一大区,张智一,,甘肃,庆阳,正常,,,,,observation_only
W00981,拼多多,pinduoduo,拼多多甘肃壹壹壹大药房旗舰店,甘肃壹壹壹大药房旗舰店,甘肃壹壹壹医药科技有限公司,91621002MA73QKFQ7A,,商业一大区,张智一,,甘肃,庆阳,正常,,,,,observation_only
W00982,天猫,taobao,天猫康美尚大药房旗舰店,康美尚大药房旗舰店,甘肃壹壹壹医药科技有限公司,91621002MA73QKFQ7A,,商业一大区,张智一,,甘肃,庆阳,正常,,,,,observation_only
W00983,美团,meituan,美团感愈医药大药房旗舰店,感愈医药大药房旗舰店,感愈医药（广州）有限公司,91440101MA59QQM070,,商业一大区,张智一,,广东,广州,正常,,,,,observation_only
W00984,京东,jd,京东济民仁大药房旗舰店,济民仁大药房旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W00985,拼多多,pinduoduo,拼多多济民大药房官方旗舰店,济民大药房官方旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,盛亚岚,江西,赣州,正常,,,,,observation_only
W00986,拼多多,pinduoduo,拼多多济民乐大药房官方旗舰店,济民乐大药房官方旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,盛亚岚,江西,赣州,正常,,,,,observation_only
W00987,拼多多,pinduoduo,拼多多济民仁大药房官方旗舰店,济民仁大药房官方旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,盛亚岚,江西,赣州,正常,,,,,observation_only
W00988,拼多多,pinduoduo,拼多多鑫济民大药房旗舰店,鑫济民大药房旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,盛亚岚,江西,赣州,正常,,,,,observation_only
W00989,拼多多,pinduoduo,拼多多原济民大药房旗舰店,原济民大药房旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,盛亚岚,江西,赣州,正常,,,,,observation_only
W00990,天猫,taobao,天猫济民仁大药房旗舰店,济民仁大药房旗舰店,赣州济民大药房连锁有限公司,91360731561062826U,850004146,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W00991,天猫,taobao,天猫盼康友壹号医药专营店,盼康友壹号医药专营店,赣州盼康友壹号医药连锁有限公司壹号麻州店,91360733MAE9XY695K,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00992,拼多多,pinduoduo,拼多多尚健大药房旗舰店,尚健大药房旗舰店,赣州尚健大药房有限公司,91360703MA3AMGQHX9,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00993,京东,jd,京东玺药师大药房旗舰店,玺药师大药房旗舰店,赣州市爱心大药房有限公司,91360702MA385K6503,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00994,拼多多,pinduoduo,拼多多玺药师大药房旗舰店,玺药师大药房旗舰店,赣州市爱心大药房有限公司,91360702MA385K6503,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00995,天猫,taobao,天猫玺药师大药房旗舰店,玺药师大药房旗舰店,赣州市爱心大药房有限公司,91360702MA385K6503,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00996,拼多多,pinduoduo,拼多多城静爱心大药房旗舰店,城静爱心大药房旗舰店,赣州市爱心大药房有限公司沙石分公司,91360702MA7DHJGD4U,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00997,京东,jd,京东药民康大药房旗舰店,药民康大药房旗舰店,赣州市邦健大药房连锁有限公司,913607813225494772,FX0002088,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00998,天猫,taobao,天猫云淘美大药房旗舰店,云淘美大药房旗舰店,赣州市邦健大药房连锁有限公司,913607813225494772,FX0002088,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W00999,京东,jd,京东昌盛大药房旗舰店,昌盛大药房旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01000,拼多多,pinduoduo,拼多多爱吉宝大药房官方旗舰店,爱吉宝大药房官方旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01001,拼多多,pinduoduo,拼多多百诺臣大药房旗舰店,百诺臣大药房旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01002,拼多多,pinduoduo,拼多多赣州昌盛大药房旗舰店,赣州昌盛大药房旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01003,拼多多,pinduoduo,拼多多深善堂大药房官方旗舰店,深善堂大药房官方旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01004,拼多多,pinduoduo,拼多多悦如花大药房官方旗舰店,悦如花大药房官方旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01005,拼多多,pinduoduo,拼多多珍吉祥大药房官方旗舰店,珍吉祥大药房官方旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01006,天猫,taobao,天猫赣州昌盛大药房旗舰店,赣州昌盛大药房旗舰店,赣州市昌盛大药房连锁有限公司,91360721698490127P,802003646,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01007,京东,jd,京东芙蓉堂医药旗舰店,芙蓉堂医药旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,关闭,,,,,observation_only
W01008,京东,jd,京东鸿盛回春堂大药房旗舰店,鸿盛回春堂大药房旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01009,京东,jd,京东李瑾辰大药房官方旗舰店,李瑾辰大药房官方旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,关闭,,,,,observation_only
W01010,京东,jd,京东奕洵堂大药房官方旗舰店,奕洵堂大药房官方旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01011,京东,jd,京东优迪康大药房官方旗舰店,优迪康大药房官方旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01012,美团,meituan,美团赣州鸿盛回春堂大药房旗舰店,赣州鸿盛回春堂大药房旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01013,拼多多,pinduoduo,拼多多李瑾辰大药房旗舰店,李瑾辰大药房旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01014,拼多多,pinduoduo,拼多多奕瑾辰大药房官方旗舰店,奕瑾辰大药房官方旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01015,拼多多,pinduoduo,拼多多优迪康大药房旗舰店,优迪康大药房旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01016,天猫,taobao,天猫李瑾辰大药房旗舰店,李瑾辰大药房旗舰店,赣州市鸿盛回春堂大药房连锁有限公司,91360733314620632M,850004202,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01017,美团,meituan,美团康百鑫大药房旗舰店,康百鑫大药房旗舰店,赣州市康百鑫大药房有限公司,91360782MADE2Q347W,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W01018,天猫,taobao,天猫康百鑫医药专营店,康百鑫医药专营店,赣州市康百鑫大药房有限公司,91360782MADE2Q347W,,商业一大区,张智一,,江西,赣州,正常,,,,,observation_only
W01019,京东,jd,京东江天宝大药房旗舰店,江天宝大药房旗舰店,赣州天宝医药零售连锁有限公司,91360721060798552P,802003645,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01020,拼多多,pinduoduo,拼多多江天宝大药房旗舰店,江天宝大药房旗舰店,赣州天宝医药零售连锁有限公司,91360721060798552P,802003645,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01021,拼多多,pinduoduo,拼多多尚辑大药房旗舰店,尚辑大药房旗舰店,赣州天宝医药零售连锁有限公司,91360721060798552P,802003645,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01022,天猫,taobao,天猫虔福康大药房旗舰店,虔福康大药房旗舰店,赣州天宝医药零售连锁有限公司,91360721060798552P,802003645,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01023,拼多多,pinduoduo,拼多多滕王阁大药房官方旗舰店,滕王阁大药房官方旗舰店,赣州友邦大药房零售连锁有限公司,91360700746061520M,802003628,KA三大区,孙英昌,,江西,赣州,正常,,,,,observation_only
W01024,药师帮,yaoshibang,药师帮云岭医药,云岭医药,高碑店市云岭医药有限公司,91130684108610193P,802082318,商业二大区,孙成,,河北,保定,正常,,,,,observation_only
W01025,药师帮,yaoshibang,药师帮高碑店隆尚,高碑店隆尚,高碑店市云岭医药有限公司隆尚医药批发分公司,91130684737351999A,802082311,商业二大区,孙成,,河北,保定,正常,,,,,observation_only
W01026,京东,jd,京东高济再康（江苏）大药房旗舰店,高济再康（江苏）大药房旗舰店,高济再康（江苏）医药连锁有限公司,913200007307258045,802011704,KA一大区,王世田,项宏标,江苏,南京,正常,17000008,江苏省医药,依伦平、畅凡等,,responsibility_core
W01027,京东,jd,京东高济再康大药房旗舰店,高济再康大药房旗舰店,高济再康（江苏）医药连锁有限公司,913200007307258045,802011704,KA一大区,王世田,项宏标,江苏,南京,正常,17000008,江苏省医药,依伦平、畅凡等,,responsibility_core
W01028,美团,meituan,美团高济再康大药房旗舰店,高济再康大药房旗舰店,高济再康（江苏）医药连锁有限公司,913200007307258045,802011704,KA一大区,王世田,项宏标,江苏,南京,正常,17000008,江苏省医药,依伦平、畅凡等,,responsibility_core
W01029,天猫,taobao,天猫高济再康大药房旗舰店,高济再康大药房旗舰店,高济再康（江苏）医药连锁有限公司,913200007307258045,802011704,KA一大区,王世田,项宏标,江苏,南京,正常,17000008,江苏省医药,依伦平、畅凡等,,responsibility_core
W01030,京东,jd,京东药寿康大药房旗舰店,药寿康大药房旗舰店,巩义市德仁药品销售有限公司,91410181MA446EBF1W,,商业二大区,孙成,,河南,郑州,正常,,,,,observation_only
W01031,药师帮,yaoshibang,药师帮共美医药,共美医药,共美医药（湖北）有限公司,91420105MA4KLGAE9J,,商业二大区,孙成,,湖北,武汉,正常,,,,,observation_only
W01032,京东,jd,京东古城爱康大药房旗舰店,古城爱康大药房旗舰店,古城区爱康药房,91530702MA6N81KY0K,,商业一大区,张智一,,云南,丽江,正常,,,,,observation_only
W01033,京东,jd,京东古城区爱康药房,古城区爱康药房,古城区爱康药房,91530702MA6N81KY0K,,商业一大区,张智一,,云南,丽江,正常,,,,,observation_only
W01034,美团,meituan,美团固镇康健大药房旗舰店,固镇康健大药房旗舰店,固镇康健大药房有限公司,91340323MAER2WJA8F,,商业一大区,张智一,,安徽,蚌埠,正常,,,,,observation_only
W01035,京东,jd,京东集药方舟（灌南）大药房旗舰店,集药方舟（灌南）大药房旗舰店,灌南心连心药品销售有限公司,91320724MA1QFU2B9X,,商业一大区,张智一,,江苏,连云港,正常,,,,,observation_only
W01036,京东,jd,京东集药方舟大药房旗舰店,集药方舟大药房旗舰店,灌南心连心药品销售有限公司,91320724MA1QFU2B9X,,商业一大区,张智一,,江苏,连云港,正常,,,,,observation_only
W01037,京东,jd,京东解优者大药房旗舰店,解优者大药房旗舰店,灌南心连心药品销售有限公司,91320724MA1QFU2B9X,,商业一大区,张智一,,江苏,连云港,正常,,,,,observation_only
W01038,拼多多,pinduoduo,拼多多领鲜巅峰大药房旗舰店,领鲜巅峰大药房旗舰店,灌南心连心药品销售有限公司,91320724MA1QFU2B9X,,商业一大区,张智一,,江苏,连云港,关闭,,,,,observation_only
W01039,天猫,taobao,天猫心连心医药专营店,心连心医药专营店,灌南心连心药品销售有限公司,91320724MA1QFU2B9X,,商业一大区,张智一,,江苏,连云港,正常,,,,,observation_only
W01040,拼多多,pinduoduo,拼多多双见康归大药房旗舰店,双见康归大药房旗舰店,灌云杰景祥大药房有限公司,91320723MA1MD7TG4M,,商业一大区,张智一,,江苏,连云港,关闭,,,,,observation_only
W01041,天猫,taobao,天猫杰景祥医药专营店,杰景祥医药专营店,灌云杰景祥大药房有限公司,91320723MA1MD7TG4M,,商业一大区,张智一,,江苏,连云港,关闭,,,,,observation_only
W01042,拼多多,pinduoduo,拼多多为安大药房旗舰店,为安大药房旗舰店,光山县为安大药房有限公司,91411522MA46CLR71M,,商业二大区,孙成,,河南,信阳,正常,,,,,observation_only
W01043,京东,jd,京东千和全大药房官方旗舰店,千和全大药房官方旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,正常,,,,,observation_only
W01044,拼多多,pinduoduo,拼多多干和全大药房旗舰店,干和全大药房旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,关闭,,,,,observation_only
W01045,拼多多,pinduoduo,拼多多茉小晚大药房旗舰店,茉小晚大药房旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,正常,,,,,observation_only
W01046,拼多多,pinduoduo,拼多多千和全大药房官方旗舰店,千和全大药房官方旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,正常,,,,,observation_only
W01047,拼多多,pinduoduo,拼多多千和头道大药房旗舰店,千和头道大药房旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,正常,,,,,observation_only
W01048,拼多多,pinduoduo,拼多多心美满大药房旗舰店,心美满大药房旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,正常,,,,,observation_only
W01049,天猫,taobao,天猫千和全大药房旗舰店,千和全大药房旗舰店,广德县千和全医药连锁有限公司,913418220709438569,802405160,KA三大区,孙英昌,,安徽,宣城,正常,,,,,observation_only
W01050,京东,jd,京东禾沐康大药房旗舰店,禾沐康大药房旗舰店,广东阿康药店连锁有限公司,91440101088154943B,,商业一大区,张智一,,广东,广州,正常,,,,,observation_only
W01051,拼多多,pinduoduo,拼多多禾沐康大药房旗舰店,禾沐康大药房旗舰店,广东阿康药店连锁有限公司,91440101088154943B,,商业一大区,张智一,,广东,广州,关闭,,,,,observation_only
W01052,拼多多,pinduoduo,拼多多和睦康大药房旗舰店,和睦康大药房旗舰店,广东阿康药店连锁有限公司,91440101088154943B,,商业一大区,张智一,,广东,广州,关闭,,,,,observation_only
W01053,天猫,taobao,天猫阿康大药房旗舰店,阿康大药房旗舰店,广东阿康药店连锁有限公司,91440101088154943B,,商业一大区,张智一,,广东,广州,正常,,,,,observation_only
W01054,京东,jd,京东爱心大药房旗舰店,爱心大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01055,京东,jd,京东澳乐臣大药房旗舰店,澳乐臣大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01056,美团,meituan,美团爱心大药房旗舰店,爱心大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01057,拼多多,pinduoduo,拼多多爱心好药大药房旗舰店,爱心好药大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01058,拼多多,pinduoduo,拼多多爱心医药大药房旗舰店,爱心医药大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01059,拼多多,pinduoduo,拼多多爱心芸轩大药房旗舰店,爱心芸轩大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01060,拼多多,pinduoduo,拼多多广东爱心大药房旗舰店,广东爱心大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01061,拼多多,pinduoduo,拼多多睿美倍健大药房旗舰店,睿美倍健大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01062,天猫,taobao,天猫广东爱心大药房旗舰店,广东爱心大药房旗舰店,广东爱心大药房连锁有限公司,91440200785758048P,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01063,京东,jd,京东爱心广东大药房旗舰店,爱心广东大药房旗舰店,广东爱心大药房连锁有限公司新华南分店,91440200315096924Y,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01064,拼多多,pinduoduo,拼多多爱心药业大药房旗舰店,爱心药业大药房旗舰店,广东爱心大药房连锁有限公司新华南分店,91440200315096924Y,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01065,拼多多,pinduoduo,拼多多愈百分大药房旗舰店,愈百分大药房旗舰店,广东爱心大药房连锁有限公司新华南分店,91440200315096924Y,802183214,KA三大区,孙英昌,,广东,韶关,正常,,,,,observation_only
W01066,京东,jd,京东白小鹿大药房旗舰店,白小鹿大药房旗舰店,广东白小鹿医药有限公司,91441900MA54BGCG0K,,商业一大区,张智一,,广东,东莞,正常,,,,,observation_only
W01067,京东,jd,京东咕咔大药房旗舰店,咕咔大药房旗舰店,广东白小鹿医药有限公司,91441900MA54BGCG0K,,商业一大区,张智一,,广东,东莞,正常,,,,,observation_only
W01068,京东,jd,京东海边小镇大药房旗舰店,海边小镇大药房旗舰店,广东白小鹿医药有限公司,91441900MA54BGCG0K,,商业一大区,张智一,,广东,东莞,关闭,,,,,observation_only
W01069,天猫,taobao,天猫白小鹿大药房旗舰店,白小鹿大药房旗舰店,广东白小鹿医药有限公司,91441900MA54BGCG0K,,商业一大区,张智一,,广东,东莞,正常,,,,,observation_only
W01070,药师帮,yaoshibang,药师帮广东百康药业,广东百康药业,广东百康药业有限公司,914417027265084368,FX0003578,商业一大区,张智一,,广东,阳江,正常,,,,,observation_only
W01071,京东,jd,京东颜先森大药房旗舰店,颜先森大药房旗舰店,广东百年国药医药有限公司,91440101MA5ANFTA8U,802043211,KA三大区,孙英昌,,广东,广州,正常,,,,,observation_only
W01072,美团,meituan,美团颜先森大药房旗舰店,颜先森大药房旗舰店,广东百年国药医药有限公司,91440101MA5ANFTA8U,802043211,KA三大区,孙英昌,,广东,广州,正常,,,,,observation_only
W01073,拼多多,pinduoduo,拼多多祛妍堂大药房旗舰店,祛妍堂大药房旗舰店,广东百年国药医药有限公司,91440101MA5ANFTA8U,802043211,KA三大区,孙英昌,,广东,广州,正常,,,,,observation_only
W01074,拼多多,pinduoduo,拼多多颜先森大药房旗舰店,颜先森大药房旗舰店,广东百年国药医药有限公司,91440101MA5ANFTA8U,802043211,KA三大区,孙英昌,,广东,广州,正常,,,,,observation_only
W01075,天猫,taobao,天猫颜先森大药房旗舰店,颜先森大药房旗舰店,广东百年国药医药有限公司,91440101MA5ANFTA8U,802043211,KA三大区,孙英昌,,广东,广州,正常,,,,,observation_only
W01076,药师帮,yaoshibang,药师帮广药百源堂旗舰店,广药百源堂旗舰店,广东百源堂药业有限公司,914405135829325443,,商业一大区,张智一,,广东,广州,正常,,,,,observation_only
W01077,京东,jd,京东百源堂大药房旗舰店,百源堂大药房旗舰店,广东百源堂医药连锁有限公司,914400007331164066,850004246,KA三大区,孙英昌,,广东,广州,正常,,,,,observation_only
