store_id,platform,platform_code,shop_name,shop_status,responsible_unit,responsible_person,contact,province,city,involved_products,fixed_tier
W01279,拼多多,pinduoduo,纤佰俪大药房旗舰店,关闭,KA三大区,孙英昌,,广东,河源,,observation_only
W01280,拼多多,pinduoduo,章欣堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,河源,,observation_only
W01281,天猫,taobao,润莱大药房旗舰店,正常,KA三大区,孙英昌,,广东,河源,,observation_only
W01282,京东,jd,德润大药房旗舰店,正常,商业一大区,张智一,,广东,河源,,observation_only
W01283,京东,jd,润天智慧大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01284,药师帮,yaoshibang,药集中旗舰店,正常,商业一大区,张智一,,广东,揭阳,,observation_only
W01285,天猫,taobao,叁壹玖大药房旗舰店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01286,药师帮,yaoshibang,祥和旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01287,拼多多,pinduoduo,惠善济大药房旗舰店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01288,京东,jd,新粤壹智慧大药房旗舰店,关闭,商业一大区,张智一,,广东,韶关,,observation_only
W01289,京东,jd,深华大药房旗舰店,正常,KA三大区,孙英昌,,广东,梅州,,observation_only
W01290,天猫,taobao,深华大药房旗舰店,正常,KA三大区,孙英昌,,广东,梅州,,observation_only
W01291,天猫,taobao,优药康大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01292,药师帮,yaoshibang,仁济堂药业,正常,KA三大区,孙英昌,,广东,东莞,,observation_only
W01293,京东,jd,东莞国药大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01294,天猫,taobao,东莞国药大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01295,天猫,taobao,康济林大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01296,拼多多,pinduoduo,聚英堂大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01297,京东,jd,更慈华大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W01298,京东,jd,更慈医大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W01299,京东,jd,瑞仁大药房旗舰店,关闭,KA三大区,孙英昌,,广东,惠州,,observation_only
W01300,拼多多,pinduoduo,宫弗大药房旗舰店,正常,KA三大区,孙英昌,,广东,惠州,,observation_only
W01301,拼多多,pinduoduo,瑞仁康大药房旗舰店,正常,KA三大区,孙英昌,,广东,惠州,,observation_only
W01302,天猫,taobao,瑞仁康大药房旗舰店,正常,KA三大区,孙英昌,,广东,惠州,,observation_only
W01303,药师帮,yaoshibang,广东顺安,正常,商业一大区,张智一,,广东,清远,,observation_only
W01304,京东,jd,陛春堂大药房旗舰店,正常,商业一大区,张智一,,广东,清远,,observation_only
W01305,京东,jd,汐诺凤朝大药房旗舰店,关闭,商业一大区,张智一,,广东,清远,,observation_only
W01306,拼多多,pinduoduo,陛春堂大药房旗舰店,正常,商业一大区,张智一,,广东,清远,,observation_only
W01307,拼多多,pinduoduo,沁允大药房旗舰店,正常,商业一大区,张智一,,广东,清远,,observation_only
W01308,天猫,taobao,陛春堂大药房旗舰店,正常,商业一大区,张智一,,广东,清远,,observation_only
W01309,拼多多,pinduoduo,顺康堂大药房官方旗舰店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01310,天猫,taobao,顺康堂大药房旗舰店,关闭,商业一大区,张智一,,广东,惠州,,observation_only
W01311,京东,jd,泰仁康晟大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01312,京东,jd,泰仁康大药房官方旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01313,药师帮,yaoshibang,药灵通,正常,商业一大区,张智一,,广东,广州,,observation_only
W01314,药师帮,yaoshibang,东莞天德西药,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01315,天猫,taobao,万春堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W01316,天猫,taobao,旺康祥大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01317,拼多多,pinduoduo,万洋大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01318,天猫,taobao,万洋大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01319,药师帮,yaoshibang,广东万洋,正常,商业一大区,张智一,,广东,广州,,observation_only
W01320,京东,jd,LI WEN MING大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01321,天猫,taobao,厚川大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01322,京东,jd,宝庚堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01323,京东,jd,五福堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01324,美团,meituan,五福堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01325,拼多多,pinduoduo,宝庚堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01326,拼多多,pinduoduo,鸿信润大药房官方旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01327,拼多多,pinduoduo,荟百堂大药房官方旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01328,拼多多,pinduoduo,五福堂慢病用药旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01329,天猫,taobao,五福堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01330,药师帮,yaoshibang,药优宝,正常,商业一大区,张智一,,广东,广州,,observation_only
W01331,天猫,taobao,元壳大药房旗舰店,正常,商业一大区,张智一,,广东,汕尾,,observation_only
W01332,天猫,taobao,小药典医药专营店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01333,药师帮,yaoshibang,欣瑞医药,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01334,天猫,taobao,新顺大药房旗舰店,正常,商业一大区,张智一,,广东,梅州,,observation_only
W01335,天猫,taobao,修泰堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01336,京东,jd,修茸堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01337,京东,jd,修芝堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01338,京东,jd,喧宁堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01339,拼多多,pinduoduo,喧宁堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01340,天猫,taobao,修芝大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01341,京东,jd,扬帆大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01342,拼多多,pinduoduo,苗二堂大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01343,拼多多,pinduoduo,全家福大健康大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01344,拼多多,pinduoduo,全家福康乐大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01345,拼多多,pinduoduo,全家福扬帆大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01346,拼多多,pinduoduo,太古大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01347,拼多多,pinduoduo,扬帆大都市大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01348,拼多多,pinduoduo,扬帆大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01349,拼多多,pinduoduo,扬帆全家福大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01350,天猫,taobao,广东扬帆大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01351,美团,meituan,太古大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01352,拼多多,pinduoduo,大都市扬帆大药房官方旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01353,天猫,taobao,全家福大健康大药房旗舰店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01354,药师帮,yaoshibang,扬帆旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01355,京东,jd,养正方大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01356,拼多多,pinduoduo,御姿堂大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01357,京东,jd,融汇药鑫大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01358,京东,jd,药汇谷大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01359,天猫,taobao,药汇谷大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01360,拼多多,pinduoduo,药民乐第一大药房旗舰店,关闭,商业一大区,张智一,,广东,深圳,,observation_only
W01361,药师帮,yaoshibang,医道旗舰店,正常,KA三大区,孙英昌,,广东,阳江,,observation_only
W01362,京东,jd,亚洲制药医药旗舰店,正常,商业一大区,张智一,,广东,阳江,,observation_only
W01363,天猫,taobao,医道大药房旗舰店,正常,商业一大区,张智一,,广东,阳江,,observation_only
W01364,拼多多,pinduoduo,医心达大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01365,拼多多,pinduoduo,医心达慢病用药旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01366,拼多多,pinduoduo,医心达医药大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01367,京东,jd,医心达大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01368,天猫,taobao,医心达大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01369,京东,jd,1药网旗舰店,关闭,KA三大区,孙英昌,,广东,广州,,observation_only
W01370,拼多多,pinduoduo,壹药大药房旗舰店,关闭,KA三大区,孙英昌,,广东,广州,,observation_only
W01371,天猫,taobao,壹号大药房旗舰店,关闭,KA三大区,孙英昌,,广东,广州,,observation_only
W01372,京东,jd,百美润大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01373,天猫,taobao,百美润大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01374,京东,jd,百草时珍堂大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01375,京东,jd,派百惠大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01376,京东,jd,壹药谷大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01377,拼多多,pinduoduo,百草时珍堂大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01378,拼多多,pinduoduo,宝膳道大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01379,拼多多,pinduoduo,美鲜囤大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01380,拼多多,pinduoduo,派百惠大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01381,拼多多,pinduoduo,卫康姿大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01382,拼多多,pinduoduo,伊乐能大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01383,天猫,taobao,壹药谷大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01384,拼多多,pinduoduo,匠心大森林大药房官方旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01385,拼多多,pinduoduo,糖人圈大药房官方旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01386,拼多多,pinduoduo,未来康大药房官方旗舰店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01387,拼多多,pinduoduo,未来康大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01388,拼多多,pinduoduo,亿生康大药房官方旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01389,拼多多,pinduoduo,亿生康大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01390,京东,jd,糖人圈大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01391,京东,jd,朱雀玄武山大药房旗舰店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01392,天猫,taobao,易孚医药专营店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01393,拼多多,pinduoduo,来济堂大药房官方旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01394,拼多多,pinduoduo,友济堂大药房官方旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01395,天猫,taobao,逸方大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01396,药师帮,yaoshibang,峄名堂,正常,商业一大区,张智一,,广东,广州,,observation_only
W01397,京东,jd,尹安堂大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01398,天猫,taobao,尹安堂医药专营店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01399,药师帮,yaoshibang,英达尔旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01400,药师帮,yaoshibang,大聪明,正常,商业一大区,张智一,,广东,广州,,observation_only
W01401,药师帮,yaoshibang,广东永信,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01402,天猫,taobao,优一爱医药专营店,正常,商业一大区,张智一,,广东,河源,,observation_only
W01403,拼多多,pinduoduo,众康林大药房旗舰店,正常,商业一大区,张智一,,广东,珠海,,observation_only
W01404,天猫,taobao,众康林大药房旗舰店,正常,商业一大区,张智一,,广东,珠海,,observation_only
W01405,京东,jd,恒金堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01406,京东,jd,圆心大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01407,京东,jd,圆心瑞美大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01408,拼多多,pinduoduo,恒金堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01409,拼多多,pinduoduo,妙妙康大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01410,拼多多,pinduoduo,妙手侠大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01411,拼多多,pinduoduo,圆心安健药房大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01412,拼多多,pinduoduo,圆心恒金堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01413,拼多多,pinduoduo,圆心瑞美大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01414,拼多多,pinduoduo,圆心送药大药房旗舰店,关闭,KA三大区,孙英昌,,广东,广州,,observation_only
W01415,拼多多,pinduoduo,圆心药捷达大药房官方旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01416,拼多多,pinduoduo,圆心医疗大药房官方旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01417,拼多多,pinduoduo,圆心找药大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01418,天猫,taobao,恒金堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01419,京东,jd,妙手侠大药房旗舰店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01420,药师帮,yaoshibang,圆心药业,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01421,天猫,taobao,缘康大药房旗舰店,关闭,KA三大区,孙英昌,,广东,东莞,,observation_only
W01422,天猫,taobao,源爱堂大药房旗舰店,关闭,KA三大区,孙英昌,,广东,东莞,,observation_only
W01423,药师帮,yaoshibang,广东远生药业,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W01424,京东,jd,尚品医圣大药房旗舰店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01425,天猫,taobao,尚品医圣大药房旗舰店,正常,商业一大区,张智一,,广东,惠州,,observation_only
W01426,药师帮,yaoshibang,广东长行,正常,商业一大区,张智一,,广东,广州,,observation_only
W01427,药师帮,yaoshibang,广东振群,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01428,京东,jd,正佳宜大药房旗舰店,正常,KA三大区,孙英昌,,广东,潮州,,observation_only
W01429,天猫,taobao,正佳宜大药房旗舰店,正常,KA三大区,孙英昌,,广东,潮州,,observation_only
W01430,京东,jd,仁医扁鹊大药房旗舰店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01431,京东,jd,至药云大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01432,天猫,taobao,仁医扁鹊大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01433,药师帮,yaoshibang,至远旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01434,京东,jd,众德大药房旗舰店,关闭,KA三大区,孙英昌,,广东,惠州,,observation_only
W01435,拼多多,pinduoduo,众德大药房旗舰店,正常,KA三大区,孙英昌,,广东,惠州,,observation_only
W01436,京东,jd,众济康大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01437,天猫,taobao,仁正大药房旗舰店,关闭,商业一大区,张智一,,广东,东莞,,observation_only
W01438,拼多多,pinduoduo,ENHCS大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01439,拼多多,pinduoduo,FDMOO大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01440,拼多多,pinduoduo,GYUWQ大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01441,拼多多,pinduoduo,PHTRS大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01442,拼多多,pinduoduo,PLPOV大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01443,拼多多,pinduoduo,ULLPO大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01444,天猫,taobao,佰川堂大药房旗舰店,关闭,商业一大区,张智一,,广西,南宁,,observation_only
W01445,天猫,taobao,新沁堂大药房旗舰店,关闭,KA三大区,孙英昌,,广西,玉林,,observation_only
W01446,药师帮,yaoshibang,广西陈氏药业,正常,商业一大区,张智一,,广西,柳州,,observation_only
W01447,拼多多,pinduoduo,广福堂大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01448,天猫,taobao,桂翰大药房旗舰店,关闭,KA三大区,孙英昌,,广西,南宁,,observation_only
W01449,药师帮,yaoshibang,拼药多,关闭,商业一大区,张智一,,广西,崇左,,observation_only
W01450,美团,meituan,桂中大药房旗舰店,正常,KA三大区,孙英昌,,广西,柳州,,observation_only
W01451,拼多多,pinduoduo,桂中大药房旗舰店,正常,KA三大区,孙英昌,,广西,柳州,,observation_only
W01452,美团,meituan,旭弘宇成大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01453,药师帮,yaoshibang,合创易康,关闭,商业一大区,张智一,,广西,南宁,,observation_only
W01454,拼多多,pinduoduo,贺瑞康大药房旗舰店,正常,KA三大区,孙英昌,,广西,贺州,,observation_only
W01455,药师帮,yaoshibang,亿扬医药旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01456,药师帮,yaoshibang,正明旗舰店,关闭,商业一大区,张智一,,广西,贵港,,observation_only
W01457,京东,jd,鸿翔一心堂大药房旗舰店,关闭,KA三大区,孙英昌,,广西,南宁,,observation_only
W01458,拼多多,pinduoduo,朝夕七味大药房旗舰店,关闭,KA三大区,孙英昌,,广西,南宁,,observation_only
W01459,拼多多,pinduoduo,鸿翔一心堂大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01460,拼多多,pinduoduo,鸿云大药房旗舰店,关闭,KA三大区,孙英昌,,广西,南宁,,observation_only
W01461,药师帮,yaoshibang,拼惠惠,关闭,KA三大区,孙英昌,,广西,南宁,,observation_only
W01462,京东,jd,华御堂大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01463,京东,jd,广西极致睿诚大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01464,拼多多,pinduoduo,广西极致睿诚大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01465,天猫,taobao,极致睿诚大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01466,药师帮,yaoshibang,药嘉家,关闭,KA三大区,孙英昌,,广西,梧州,,observation_only
W01467,京东,jd,金恩大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01468,拼多多,pinduoduo,芙尔梦大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01469,拼多多,pinduoduo,吾尚莛大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01470,天猫,taobao,莞药堂大药房旗舰店,关闭,商业一大区,张智一,,广西,南宁,,observation_only
W01471,天猫,taobao,莞易佳大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01472,拼多多,pinduoduo,金恩金悦府大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01473,拼多多,pinduoduo,金恩育才大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01474,药师帮,yaoshibang,药康安,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01475,拼多多,pinduoduo,康全大药房旗舰店,关闭,商业一大区,张智一,,广西,南宁,,observation_only
W01476,京东,jd,老百姓国人大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01477,京东,jd,旭弘宇成大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01478,拼多多,pinduoduo,百益百姓大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01479,拼多多,pinduoduo,国人大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01480,天猫,taobao,国人大药房旗舰店,正常,KA三大区,孙英昌,,广西,南宁,,observation_only
W01481,药师帮,yaoshibang,合见未来,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01482,药师帮,yaoshibang,国药城,关闭,商业一大区,张智一,,广西,南宁,,observation_only
W01483,京东,jd,百姓（梧州）大药房旗舰店,关闭,KA三大区,孙英昌,,广西,梧州,,observation_only
W01484,药师帮,yaoshibang,药捷达,关闭,商业一大区,张智一,,广西,梧州,,observation_only
W01485,京东,jd,信立康大药房旗舰店,正常,商业一大区,张智一,,广西,梧州,,observation_only
W01486,药师帮,yaoshibang,广西阳光医药,关闭,商业一大区,张智一,,广西,玉林,,observation_only
W01487,拼多多,pinduoduo,GDDHW大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01488,拼多多,pinduoduo,GIHYY大药房旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01489,拼多多,pinduoduo,PTIOK大药房旗舰店,关闭,商业一大区,张智一,,广西,南宁,,observation_only
W01490,京东,jd,一心大药房官方旗舰店,正常,商业一大区,张智一,,广西,南宁,,observation_only
W01491,药师帮,yaoshibang,益草堂,关闭,商业一大区,张智一,,广西,柳州,,observation_only
W01492,药师帮,yaoshibang,益药源,关闭,商业一大区,张智一,,广西,贵港,,observation_only
W01493,拼多多,pinduoduo,益药源大药房旗舰店,正常,商业一大区,张智一,,广西,贵港,,observation_only
W01494,京东,jd,广药大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01495,天猫,taobao,广州医药大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01496,京东,jd,桦安堂大药房旗舰店,正常,商业一大区,张智一,,四川,广元,,observation_only
W01497,天猫,taobao,桦安堂医药专营店,正常,商业一大区,张智一,,四川,广元,,observation_only
W01498,京东,jd,广云堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01499,天猫,taobao,广云堂大药房旗舰店,正常,商业一大区,张智一,,广东,东莞,,observation_only
W01500,京东,jd,爱必延大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01501,京东,jd,百济新特大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01502,京东,jd,百微大药房旗舰店,关闭,KA三大区,孙英昌,,广东,广州,,observation_only
W01503,天猫,taobao,百济新特大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01504,天猫,taobao,百信康医药专营店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01505,京东,jd,采艾兮大药房官方旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01506,天猫,taobao,采艾兮医药专营店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01507,京东,jd,大生林大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01508,京东,jd,丹邈医疗门诊部旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01509,京东,jd,晨博君大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01510,拼多多,pinduoduo,东兴堂大药房官方旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01511,拼多多,pinduoduo,东兴堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01512,天猫,taobao,东兴堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01513,天猫,taobao,咚咚医药专营店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01514,天猫,taobao,敦州堂医药专营店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01515,京东,jd,方舟健客大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01516,京东,jd,健客方舟大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01517,美团,meituan,方舟健客大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01518,拼多多,pinduoduo,方舟健客大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01519,拼多多,pinduoduo,方舟云康大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01520,拼多多,pinduoduo,健客大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01521,拼多多,pinduoduo,健客方舟大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01522,拼多多,pinduoduo,健客网大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01523,拼多多,pinduoduo,启石大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01524,拼多多,pinduoduo,瑞石大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01525,天猫,taobao,健客方舟大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01526,京东,jd,方舟云康大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01527,京东,jd,启石大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01528,美团,meituan,方舟云康大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01529,拼多多,pinduoduo,启石云医大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01530,天猫,taobao,方舟云康大药房旗舰店,正常,电商部,朱姝,高尚剑,广东,广州,,observation_only
W01531,药师帮,yaoshibang,福济旗舰店,正常,KA三大区,孙英昌,,广东,广州,,observation_only
W01532,京东,jd,高济（广州）大药房旗舰店,关闭,KA三大区,孙英昌,,广东,广州,,observation_only
W01533,京东,jd,广信大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01534,京东,jd,国康大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01535,天猫,taobao,国康大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
W01536,天猫,taobao,和安堂医药专营店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01537,天猫,taobao,集和堂大药房旗舰店,关闭,商业一大区,张智一,,广东,广州,,observation_only
W01538,京东,jd,济安阁大药房旗舰店,正常,商业一大区,张智一,,广东,广州,,observation_only
